id,parent,text
090510,0905,"090510 - Spices; vanilla, neither crushed nor ground"
090611,0906,"090611 - Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground"
090619,0906,"090619 - Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground"
090620,0906,"090620 - Spices; cinnamon and cinnamon-tree flowers, crushed or ground"
090710,0907,"090710 - Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground"
090720,0907,"090720 - Spices; cloves (whole fruit, cloves and stems), crushed or ground"
090810,0908,090810 - Spices; nutmeg
090811,0908,"090811 - Spices; nutmeg, neither crushed nor ground"
090812,0908,"090812 - Spices; nutmeg, crushed or ground"
090822,0908,"090822 - Spices; mace, crushed or ground"
090830,0908,090830 - Spices; cardamoms
090910,0909,090910 - Spices; anise or badian seeds
090920,0909,090920 - Spices; coriander seeds
090921,0909,"090921 - Spices; coriander seeds, neither crushed nor ground"
090930,0909,090930 - Spices; cumin seeds
090931,0909,"090931 - Spices; cumin seeds, neither crushed nor ground"
090932,0909,"090932 - Spices; cumin seeds, crushed or ground"
090961,0909,"090961 - Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground"
090962,0909,"090962 - Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground"
091010,0910,091010 - Spices; ginger
091011,0910,"091011 - Spices; ginger, neither crushed nor ground"
091012,0910,"091012 - Spices; ginger, crushed or ground"
091020,0910,091020 - Spices; saffron
091030,0910,091030 - Spices; turmeric (curcuma)
091091,0910,091091 - Spices; mixtures of 2 or more products of different headings
100110,1001,100110 - Cereals; durum wheat
100111,1001,"100111 - Cereals; wheat and meslin, durum wheat, seed"
100119,1001,"100119 - Cereals; wheat and meslin, durum wheat, other than seed"
100190,1001,100190 - Cereals; meslin and wheat other than durum
100191,1001,"100191 - Cereals; wheat and meslin, other than durum wheat, seed"
100199,1001,"100199 - Cereals; wheat and meslin, other than durum wheat, other than seed"
100210,1002,"100210 - Cereals; rye, seed"
100300,1003,100300 - Cereals; barley
100390,1003,"100390 - Cereals; barley, other than seed"
100400,1004,100400 - Cereals; oats
100410,1004,"100410 - Cereals; oats, seeds"
100490,1004,"100490 - Cereals; oats, other than seed"
100510,1005,"100510 - Cereals; maize (corn), seed"
100590,1005,"100590 - Cereals; maize (corn), other than seed"
100610,1006,100610 - Cereals; rice in the husk (paddy or rough)
100620,1006,100620 - Cereals; husked (brown) rice
100640,1006,"100640 - Cereals; rice, broken"
100700,1007,100700 - Cereals; grain sorghum
100710,1007,"100710 - Cereals; grain sorghum, seed"
100790,1007,"100790 - Cereals; grain sorghum, other than seed"
100810,1008,100810 - Cereals; buckwheat
100820,1008,100820 - Cereals; millet
100821,1008,"100821 - Cereals; millet, seed"
100829,1008,"100829 - Cereals; millet, other than seed"
100830,1008,100830 - Cereals; canary seeds
100850,1008,100850 - Cereals; quinoa (Chenopodium quinoa)
100890,1008,100890 - Cereals; n.e.s. in chapter 10
110100,1101,110100 - Wheat or meslin flour
110210,1102,110210 - Cereal flour; of rye
110220,1102,110220 - Cereal flour; of maize (corn)
110290,1102,"110290 - Cereal flours; other than wheat, meslin, and maize (corn)"
110311,1103,110311 - Cereal groats and meal; of wheat
110313,1103,110313 - Cereal groats and meal; of maize (corn)
110319,1103,110319 - Cereal groats and meal; n.e.s. in heading no. 1103
110321,1103,110321 - Cereal pellets; of wheat
110412,1104,"110412 - Cereal grains; rolled or flaked, of oats"
110419,1104,"110419 - Cereal grains; rolled or flaked, other than oats"
110422,1104,"110422 - Cereal grains; worked (egg hulled, pearled, sliced or kibbled) of oats"
110423,1104,"110423 - Cereal grains; worked (egg hulled, pearled, sliced or kibbled) of maize (corn)"
110429,1104,"110429 - Cereal grains; worked, other than rolled or flaked (egg. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006"
110430,1104,"110430 - Cereal; germ of cereals, whole, rolled, flaked or ground"
110510,1105,"110510 - Flour, meal and powder; of potatoes"
110520,1105,110520 - Flakes; of potatoes
110610,1106,"110610 - Flour, meal and powder; of the dried leguminous vegetables of heading no. 0713"
110620,1106,"110620 - Flour, meal and powder; of sago or of roots or tubers of heading no. 0714"
110630,1106,"110630 - Flour, meal and powder; of the products of chapter 8"
110710,1107,110710 - Malt; not roasted
110720,1107,110720 - Malt; roasted
110811,1108,110811 - Starch; wheat
110812,1108,110812 - Starch; maize (corn) starch
110814,1108,110814 - Starch; manioc (cassava)
110819,1108,110819 - Starch; n.e.s. in item no. 1108.11 to 1108.14
110820,1108,110820 - Inulin
110900,1109,110900 - Wheat gluten; whether or not dried
120100,1201,120100 - Soya beans; whether or not broken
120210,1202,"120210 - Ground-nuts; in shell, not roasted or otherwise cooked"
120230,1202,"120230 - Ground-nuts; seed, not roasted or otherwise cooked, whether or not shelled or broken"
120241,1202,"120241 - Ground-nuts; other than seed, not roasted or otherwise cooked, in shell"
120242,1202,"120242 - Ground-nuts; other than seed, not roasted or otherwise cooked, shelled, whether or not broken,"
940490,9404,"940490 - Bedding and similar furnishing articles; n.e.s. in heading no. 9404 (eg quilts, eiderdowns, cushions, pouffes and pillows)"
940520,9405,"940520 - Lamps, electric; floor-standing or for table, desk or bedside"
950300,9503,"950300 - Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds"
950691,9506,950691 - Athletics and gymnastics equipment
950890,9508,"950890 - Roundabouts, swings, shooting galleries, other fairground amusements; travelling theatres"
960321,9603,960321 - Brushes; toothbrushes
960329,9603,"960329 - Brushes; shaving, hair, nail, eyelash and other toilet brushes for use on the person, including brushes as parts of appliances"
960330,9603,"960330 - Brushes; artists' brushes, writing brushes and similar brushes for the application of cosmetics"
960340,9603,"960340 - Brushes; paint, distemper, varnish or similar brushes (not those of item no. 9603.30), paint pads and rollers"
960350,9603,"960350 - Brushes; constituting parts of machines, appliances or vehicles"
960390,9603,"960390 - Brooms, brushes, mops, feather dusters, squeegees, hand operated mechanical floor sweepers; (not motorised), prepared knots and tufts for brooms or brush making n.e.s."
960400,9604,960400 - Hand sieves and hand riddles
960500,9605,"960500 - Travel sets; for personal toilet, sewing, shoe or clothes cleaning"
960610,9606,"960610 - Press-fasteners, snap-fasteners, press-studs and parts therefor"
960621,9606,"960621 - Buttons; of plastics, not covered with textile material"
960629,9606,"960629 - Buttons; of other than base metal or plastics, not covered with textile material"
960630,9606,960630 - Button moulds and other parts of buttons; button blanks
960719,9607,960719 - Slide fasteners; other than those fitted with chain scoops of base metal
960720,9607,960720 - Slide fasteners; parts
960810,9608,960810 - Pens; ball point
960820,9608,960820 - Pens; felt tipped and other porous-tipped pens and markers
960830,9608,"960830 - Pens; fountain, stylograph and other pens"
960839,9608,"960839 - Pens; fountain, stylograph and other pens, excluding Indian ink drawing pens"
960840,9608,960840 - Pencils; propelling or sliding
960850,9608,960850 - Pen and pencil sets; of articles from two or more of the foregoing sub-headings
960860,9608,"960860 - Pens; ball-point, refills comprising the ball point and ink-reservoir"
960891,9608,960891 - Pens; nibs and nib points
960899,9608,"960899 - Pens and pencils; duplicating stylos, pen-holders, pencil-holders, and similar holders, parts of the articles of heading 9608, including caps and clips"
960910,9609,960910 - Pencils and crayons; with leads encased in rigid sheath
960920,9609,960920 - Pencil leads; black or coloured
960990,9609,"960990 - Pastels, drawing charcoals, writing or drawing chalks, tailors' chalk"
961000,9610,"961000 - Slates and boards; with writing or drawing surfaces, whether or not framed"
961100,9611,"961100 - Stamps; date, numbering, sealing stamps and the like (including devices for printing or embossing labels), designed for operating by hand; hand operated composing sticks and printing sets"
961210,9612,"961210 - Ribbons; for typewriters and the like, inked or otherwise prepared, for giving impressions, whether or not on spools or in cartridges"
961220,9612,"961220 - Ink pads; whether or not inked, with or without boxes"
961310,9613,"961310 - Lighters; pocket, cigarette, gas fuelled, non-refillable"
961320,9613,"961320 - Lighters; pocket, cigarette, gas fuelled, refillable"
961380,9613,"961380 - Lighters; whether or not mechanical or electrical, n.e.s. in heading no. 9613"
961390,9613,"961390 - Lighters; parts for cigarette lighters and other lighters, whether or not mechanical or electrical, other than flints and wicks"
961400,9614,"961400 - Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof"
961511,9615,"961511 - Combs, hair slides and the like; of hard rubber or plastics"
961519,9615,"961519 - Combs, hair slides and the like; of other than hard rubber or plastics"
961590,9615,"961590 - Hairpins, curling pins, curling grips, hair curlers and the like (not those of heading no. 8516) and parts thereof"
961610,9616,"961610 - Scent sprays and similar toilet sprays, and mounts and heads therefor"
961620,9616,961620 - Powder puffs and pads; for the application of cosmetics or toilet preparations
961700,9617,"961700 - Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners"
961800,9618,961800 - Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing
961900,9619,"961900 - Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material"
970110,9701,"970110 - Paintings, drawings and pastels; executed entirely by hand, other than drawings of heading no. 4906"
970190,9701,970190 - Artwork; collages and similar decorative plaques
970200,9702,"970200 - Engravings, prints and lithographs; original"
970300,9703,"970300 - Sculptures and statuary; original, in any material"
970500,9705,"970500 - Collections and collectors' pieces; of zoological, botanical, mineralogical, anatomical, historical, archaeological, palaeontological, ethnographic or numismatic interest"
970600,9706,970600 - Antiques; of an age exceeding one hundred years
8111000,,"Strawberries, frozen, in water or containing added sweetening"
9023000,,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg"
10041000,,"Oats, seed"
10051000,,Seed corn (maize)
10059040,,"Corn (maize), other than seed and yellow dent corn"
10061000,,Rice in the husk (paddy or rough)
10063010,,"Rice semi-milled or wholly milled, whether or not polished or glazed, parboiled"
10063090,,"Rice semi-milled or wholly milled, whether or not polished or glazed, other than parboiled"
10064000,,Broken rice
10071000,,"Grain sorghum, seed"
10079000,,"Grain sorghum, other than seed"
10082900,,"Millet, other than seed"
10089001,,Cereals nesi (including wild rice)
11010000,,Wheat or meslin flour
11022000,,Corn (maize) flour
11029020,,Buckwheat flour
11029025,,Rice flour
11031100,,Groats and meal of wheat
11051000,,"Flour, meal and powder of potatoes"
11061000,,"Flour, meal and powder of the dried leguminous vegetables of heading 0713"
11062010,,"Flour, meal and powder of Chinese water chestnuts"
11063020,,"Flour, meal and powder of banana and plantain"
11063040,,"Fruit and nut flour, meal and powder of the products of chapter 8, other than of banana and plantain"
11071000,,"Malt, not roasted"
11072000,,"Malt, roasted"
11081100,,Wheat starch
11081200,,Corn (maize) starch
11081300,,Potato starch
11081400,,Cassava (manioc) starch
12011000,,"Soybeans, whether or not broken, seed"
12019000,,"Soybeans, whether or not broken, other than seed"
12060000,,"Sunflower seeds, whether or not broken"
12074000,,"Sesame seeds, whether or not broken"
12077000,,Melon seeds
12079903,,"Other oil seeds and oleaginous fruits whether or not broken, incl niger seeds, hemp seeds and seeds nesoi"
12091000,,Sugar beet seeds of a kind used for sowing
12092100,,Alfalfa (lucerne) seed of a kind used for sowing
12092500,,Rye grass seeds of a kind used for sowing
12093000,,Seeds of herbaceous plants cultivated principally for their flowers
12099180,,"Vegetable seeds, nesi, of a kind used for sowing"
12101000,,"Hop cones, fresh or dried, neither ground, powdered nor in the form of pellets"
12114000,,"Poppy straw, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes"
12119040,,"Mint leaves nesi, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes"
12122100,,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human consumption"
12149000,,"Rutabagas, mangolds, fodder roots, hay, clover, sainfoin, kale, lupines, vetches & forage products nesi"
13012000,,Gum Arabic
13019091,,"Lac,natural gums, resins, gum-resins and oleoresins (e.g., balsams), nesoi"
13021300,,Saps and extracts of hops
13022000,,"Pectic substances, pectinates and pectates"
13023100,,Agar-agar
13023200,,"Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds"
13023900,,"Mucilages and thickeners derived from vegetable products other than locust beans, locust bean seeds or guar seeds, and excluding agar-agar"
14049020,,Broomcorn (Sorghum vulgare var. technicum) of a kind used primarily in brooms or brushes
14049090,,Other vegetable materials nesoi
15050090,,Fatty substances derived from wool grease (including lanolin)
15079040,,"Soybean oil, other than crude, and its fractions, whether or not refined, but not chemically modified, nesi"
15089000,,"Peanut (ground-nut) oil, other than crude, and its fractions, whether or not refined, but not chemically modified"
15091020,,"Virgin olive oil and its fractions, whether or not refined, not chemically modified, weighing with the immediate container under 18 kg"
15100020,,"Olive oil, including blends, and their fractions, not chemically modified, rendered unfit for use as food"
15121900,,"Sunflower seed or safflower oil, other than crude, and their fractions, whether or not refined, but not chemically modified"
15131900,,"Coconut (copra) oil, other than crude, and its fractions, whether or not refined, but not chemically modified"
15141900,,"Low erucic acid rapeseed or colza oil, other than crude, and their fractions, whether or not refined, but not chemically modified"
15149190,,"Rapeseed or colza (not low erucic acid) or mustard oil, crude, not chemically modified, nesoi"
15152900,,"Corn (maize) oil, other than crude, and its fractions, whether or not refined, not chemically modified"
15153000,,"Castor oil and its fractions, whether or not refined, but not chemically modified"
15155000,,"Sesame oil and its fractions, whether or not refined, not chemically modified"
15159060,,"Jojoba oil and its fractions, whether or not refined, not chemically modified"
15179090,,"Edible mixt. & preps (ex. dairy products descr. in add. US note 1 to Ch. 4), nesoi"
15211000,,"Vegetable waxes (other than triglycerides), whether or not refined or colored"
16010020,,"Pork sausages and similar products of pork, pork offal or blood; food preparations based on these products"
16024110,,"Prepared or preserved pork ham and cuts thereof, containing cereals or vegetables"
16041260,,"Herrings prepared or preserved, whole or in pieces, but not minced, nesi"
16041430,,"Tunas and skipjack, not in oil, in airtight containers, n/o 7 kg, not of U.S. possessions, over quota"
16052910,,Shrimp & prawns in airtight containers: other than fish meat and prepared meals
17011410,,"Other cane sugar, raw, in solid form, w/o added flavoring or coloring, subject to add. US 5 to Ch.17"
17019910,,"Cane/beet sugar & pure sucrose, refined, solid, w/o added coloring or flavoring, subject to add. US 5 to Ch.17"
17021100,,"Lactose and lactose syrup containing by weight 99% or more lactose, calculated on the dry matter"
17023040,,"Glucose and glucose syrup, not containing fructose or in the dry state less than 20 percent by weight of fructose, nesi"
17029010,,"Cane/beet sugars & syrups (incl. invert sugar); nesoi, w/soluble non-sugar solids 6% or less soluble solids, subj Ch17 US note 5"
17029020,,"Cane/beet sugars & syrups (incl. invert sugar); nesoi, w/soluble non-sugar solids 6% or less soluble solids, not subj to GN15/Ch17 US nte 5"
17029090,,"Sugars and sugar syrups, and articles containing sugar, neosi"
17041000,,"Chewing gum, not containing cocoa, whether or not sugar-coated"
17049010,,"Candied nuts, not containing cocoa"
17049035,,"Sugar confections or sweetmeats ready for consumption, not containing cocoa, other than candied nuts or cough drops"
17049090,,"Sugar confectionery, w/o cocoa, nesoi"
18050000,,"Cocoa powder, not containing added sugar or other sweetening matter"
18062095,,"Chocolate and preps w/cocoa, nesoi, o/2kg but n/o 4.5 kg, n/o 65% sugar, desc in Ch17 US note 3, subj. to Ch17 US note 8, not GN15"
18063100,,"Chocolate and other cocoa preparations, in blocks, slabs or bars, filled, not in bulk"
18063290,,"Cocoa preps, not filled, in blocks, slabs or bars weighing 2kg or less,"
18069010,,"Cocoa preps, (dairy prod. descr. in Ch4 US note 1), 21% or more milk solids, not in blocks, slabs or bars, not Ch4 USNote 10, not GN15"
18069039,,"Blended syrups w/chocolate or cocoa, nesoi, described in add US note 4 to Ch.17: not subj. to add US note 9 to Ch. 17, not GN15"
18069090,,"Chocolate and preps w/cocoa, nesoi, not put up for retail sale"
19011011,,"Preps for infant use, infant formula containing Oligossaccharides and >10% milk solid by weight, described in US note 2"
19012002,,"Mixes for bakers wares, o/25% butterfat, not retail, subject to gen. note 15 of the HTS"
19019025,,"Puddings, ready for immediate consumption without further preparation"
19021120,,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs, exclusively pasta"
19021140,,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs, nesi, including pasta packaged with sauce preparations"
19021920,,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs, exclusively pasta"
19022000,,"Stuffed pasta, whether or not cooked or otherwise prepared"
19023000,,Pasta nesi
19041000,,Prepared foods obtained by the swelling or roasting of cereals or cereal products
19042010,,"Prep food in airtght cont.,of unroast cereal flake/mixture of unroasted/roasted cereal flake/swelled cereal,no apricot/citrus/peach/pear"
19042090,,"Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted and roasted cereal flakes or swelled cereals, nesoi"
19043000,,"Bulgur wheat, in grain form or in form of flakes or other worked grain (except flour,groats & meal), pre-cooked or otherwise prepared, nesoi"
19049001,,"Cereals,other than corn,in grain form or form flakes or other worked grain (not flour,groat & meal), pre-cooked or otherwise prepared, nesoi"
19051000,,Crispbread
19053100,,Sweet biscuits
19053200,,Waffles and wafers
19054000,,"Rusks, toasted bread and similar toasted products"
19059010,,"Bread, pastry, cake, biscuit and similar baked products nesi, and puddings whether or not containing chocolate, fruit, nuts or confectionery"
19059090,,"Bakers' wares communion wafers, empty capsules suitable for pharmaceutical use, sealing wafers, rice paper and similar products, nesi"
20011000,,"Cucumbers including gherkins, prepared or preserved by vinegar or acetic acid"
20019010,,"Capers, prepared or preserved by vinegar or acetic acid, in immediate containers holding more than 3.4 kg"
20019020,,"Capers, prepared or preserved by vinegar or acetic acid, nesi"
20019025,,"Artichokes, prepared or preserved by vinegar or acetic acid"
20021000,,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid"
20031001,,"Mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
20049085,,"Vegetables and mixtures of vegetables, nesoi, prepared or preserved other than by vinegar or acetic acid, frozen, not preserved by sugar"
20051000,,"Homogenized vegetables, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
20052000,,"Potato preparations, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
20055140,,"Beans other than black-eye cowpeas, shelled, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
20055900,,"Beans, not shelled, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
20057004,,"Olives, green, not pitted, in saline, ripe, in containers holding 13 kg or less, aggregate quantity exceeding 730 m ton/yr"
20057025,,"Olives, green, in a saline solution, pitted or stuffed, not place packed"
20057050,,"Olives (not green), in a saline solution, canned, not pitted"
20057060,,"Olives (not green), in a saline solution, canned, pitted"
20057075,,"Olives (not green), in a saline solution, not canned, nesi"
20058000,,"Sweet corn, prepared or preserved otherwise than by vinegar, acetic acid or sugar, not frozen"
20059930,,"Sauerkraut, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
20059950,,"Pimientos, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
20059955,,"Fruits of the genus Capsicum or Pimenta, not pimientos, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
20059980,,"Artichokes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
20060030,,"Ginger root, preserved by sugar (drained, glace or crystallized)"
20060040,,"Pineapples, preserved by sugar (drained, glace or crystallized)"
20071000,,"Homogenized cooked preparations of fruit put up for retail sale as infant food or for dietetic purposes, in cont. not over 250 grams, net"
20079110,,"Citrus fruit pastes and purees, being cooked preparations"
20079905,,Lingonberry and raspberry jams
20079910,,Strawberry jam
20079915,,"Currant and other berry jams, nesi"
20079920,,Apricot jam
20079940,,Pineapple jam
20079945,,"Jams, nesi"
20079950,,"Guava and mango pastes and purees, being cooked preparations"
20081910,,"Brazil nuts and cashew nuts, otherwise prepared or preserved, nesi"
20081915,,"Coconuts, otherwise prepared or preserved, nesi"
20081920,,"Filberts, otherwise prepared or preserved, nesi"
20081940,,"Almonds, otherwise prepared or preserved, nesi"
20081990,,"Other nuts and seeds nesi, excluding mixtures, otherwise prepared or preserved, nesi"
20082000,,"Pineapples, otherwise prepared or preserved, nesi"
20083010,,"Peel of oranges, mandarins, clementines, wilkings and similar citrus hybrids, otherwise prepared or preserved, nesi"
20084000,,"Pears, otherwise prepared or preserved, nesi"
20087010,,"Nectarines, otherwise prepared or preserved, not elsewhere specified or included"
20088000,,"Strawberries, otherwise prepared or preserved, nesi"
20089100,,"Palm hearts, otherwise prepared or preserved, nesi"
20089790,,"Mixtures of fruit or other edible parts of plants, otherwise prepared or preserved, nesi (excluding tropical fruit salad)"
20089910,,"Avocados, otherwise prepared or preserved, nesi"
20089921,,"Berries, other than cranberries, blueberries and strawberries, otherwise prepared or preserved, nesi"
20089930,,"Guavas, otherwise prepared or preserved, nesi"
20089991,,"Bean cake, bean stick, miso, other fruit, nuts and other edible parts of plans, prepared or preserved"
20092900,,"Grapefruit juice, of a Brix value exceeding 20, unfermented"
20093110,,"Lime juice, of a Brix value not exceeding 20, unfit for beverage purposes, unfermented"
20094120,,"Pineapple juice, of a Brix value not exceeding 20, not concentrated, or not having a degree of concentration of > 3.5, unfermented"
20094940,,"Pineapple juice, of a Brix value exceeding 20, concentrated (in degree of concentration greater than 3.5)"
20095000,,"Tomato juice, concentrated or not concentrated"
20096900,,"Grape juice (including grape must), of a Brix value exceeding 30, unfermented"
20097900,,"Apple juice, of a Brix value exceeding 20, unfermented"
20099040,,"Mixtures of fruit juices, or mixtures of vegetable and fruit juices, concentrated or not concentrated"
21011121,,"Instant coffee, not flavored"
21011290,,"Preparations nesoi, with a basis of extracts, essences or concentrates or with a basis of coffee"
21012020,,"Extracts, essences or concentrates of tea or mate"
21023000,,Prepared baking powders
21031000,,Soy sauce
21032040,,"Tomato sauces, nesi"
21039090,,"Sauces and preparations therefor, neosi"
21041000,,Soups and broths and preparations therefor
21050010,,"Ice cream, whether or not w/cocoa, subject to add. US note 5 to Ch. 21, not GN15"
21050050,,"Edible ice, except ice cream, not described in add US note 1 to Ch. 4, nesoi"
21061000,,Protein concentrates and textured protein substances
21069003,,"Food preps, nesoi, n/o 5.5% bf, mixed w/other ingred. if o/16% milk solids capable of being further proc., subj. to GN15"
21069066,,"Food preps, nesoi, o/10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: not subject to Ch4 US note 10, not GN15"
21069080,,"Food preps, nesoi, o/10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, not subject to add US note 8 to Ch. 17, not GN15"
21069092,,"Food preps, nesoi, n/o 10% milk solids, o/65% sugar, descr. in add US note 2 to Ch.17, subject to add US note 7 to Ch. 17, not GN15"
21069094,,"Food preps, nesoi, n/o 10% milk solids, o/65% sugar, descr. in add US note 2 to Ch.17, not subject to add US note 7 to Ch. 17, not GN15"
21069095,,"Food preps, nesoi, n/o 10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, subject to add US note 8 to Ch. 17, not GN15"
21069098,,"Other food preps nesoi, incl preps for the manufacture of beverages, non-dairy coffee whiteners, herbal teas and flavored honey"
22011000,,"Mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored"
22019000,,"Waters (incl. ice, snow and steam), ot/than mineral waters or aerated waters, not cont. added sugar or other sweetening matter nor flavored"
22021000,,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored"
22030000,,Beer made from malt
22041000,,"Sparkling wine, made from grapes"
22042150,,"Wine other than Tokay (not carbonated), not over 14% alcohol, in containers not over 2 liters"
22042180,,"Grape wine, other than ""Marsala"", not sparkling or effervescent, over 14% vol. alcohol, in containers holding 2 liters or less"
22060030,,Prune wine
22060090,,"Fermented beverages (other than grape wine, beer, cider, prune wine, sake, vermouth, or other effervescent wines)"
22072000,,"Ethyl alcohol and other spirits, denatured, of any strength"
22082030,,"Grape brandy, excluding pisco and singani, in containers not over 4 liters, valued over $2.38 to $3.43/liter"
22083030,,Irish and Scotch whiskies
22083060,,"Whiskies, other than Irish and Scotch whiskies"
22084020,,"Rum and tafia, in containers each holding not over 4 liters, valued not over $3/proof liter"
22085000,,Gin and Geneve
22086010,,"Vodka, in containers each holding not over 4 liters, valued not over $2.05/liter"
22086020,,"Vodka, in containers each holding not over 4 liters, valued over $2.05/liter"
22086050,,"Vodka, in containers each holding over 4 liters"
22087000,,Liqueurs and cordials
22089005,,"Bitters, not fit for use as beverages"
22089046,,Kirschwasser and ratafia
22089050,,"Tequila, in containers each holding not over 4 liters"
23025000,,"Bran, sharps (middlings) and other residues, derived from the sifting, milling or other working of leguminous plants"
23033000,,Brewing or distilling dregs and waste
23040000,,"Oilcake and other solid residues, resulting from the extraction of soybean oil"
23064100,,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of low erucic acid rape or colza seeds"
23069001,,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, nesi"
23091000,,"Dog or cat food, put up for retail sale"
23099010,,Mixed feed or mixed feed ingredients used in animal feeding
23099022,,"Animal feeds w/milk or milk derivatives, o/10% by wt of milk solids, subject to gen. note 15 of the HTS"
23099044,,"Animal feeds w/milk or milk derivatives, n/o 10% by wt of milk solids, subject to add note 2 to Ch. 23, not GN15"
24012085,,"Tobacco, partly or wholly stemmed/stripped, threshed or similarly processed, not from cigar leaf , described in addl US note 5 to chap 24"
24013009,,"Tobacco refuse,  from cigar leaf, other than tobacco stems"
24022010,,Cigarettes containing tobacco and clove
24031100,,"Water pipe tobacco, whether or not containing tobacco substitutes"
24039147,,"""Homogenized"" or ""reconstituted"" tobacco, not suitable for use as wrapper tobacco, to be used in cigarettes, other nesi"
24039990,,"Other manufactured tobacco, tobacco substitutes, tobacco extracts or essences, other, to be used in cigarettes, other nesi"
